id	name	add_name	description	popup
5452	Recipe: Blood Tornado(60%)		u,Долько для Дварфов. Рецепт на blood tornad. Для изготовления требуется уровень умения 7. Шанс создания 60%.\0	-1
5453	Recipe: Blood Tornado(100%)		u,Долько для Дварфов. Рецепт на blood tornado. Для изготовления требуется уровень умения 7. Шанс создания 100%.\0	-1
5454	Recipe: Orcish Halberd(60%)		u,Долько для Дварфов. Рецепт на orcish halberd. Для изготовления требуется уровень умения 7. Шанс создания 60%.\0	-1
5455	Recipe: Orcish Halberd(100%)		u,Долько для Дварфов. Рецепт на orcish halberd. Для изготовления требуется уровень умения 7. Шанс создания 100%.\0	-1
5456	Recipe: Tallum Glaive(60%)		u,Долько для Дварфов. Рецепт на tallum glaive. Для изготовления требуется уровень умения 8. Шанс создания 60%.\0	-1
5457	Recipe: Tallum Glaive(100%)		u,Долько для Дварфов. Рецепт на tallum glaive. Для изготовления требуется уровень умения 8. Шанс создания 100%.\0	-1
5458	Recipe: Halberd(60%)		u,Долько для Дварфов. Рецепт на halberd. Для изготовления требуется уровень умения 7. Шанс создания 60%.\0	-1
5459	Recipe: Halberd(100%)		u,Долько для Дварфов. Рецепт на halberd. Для изготовления требуется уровень умения 7. Шанс создания 100%.\0	-1
5460	Recipe: Dasparion's Staff(60%)		u,Долько для Дварфов. Рецепт на Dasparion's staff. Для изготовления требуется уровень умения 7. Шанс создания 60%.\0	-1
5461	Recipe: Dasparion's Staff(100%)		u,Долько для Дварфов. Рецепт на Dasparion's staff. Для изготовления требуется уровень умения 7. Шанс создания 100%.\0	-1
5462	Recipe: Branch of The Mother Tree(60%)		u,Долько для Дварфов. Рецепт на Mother Tree's branch . Для изготовления требуется уровень умения 8. Шанс создания 60%.\0	-1
5463	Recipe: Branch of The Mother Tree(100%)		u,Долько для Дварфов. Рецепт на Mother Tree's branch . Для изготовления требуется уровень умения 8. Шанс создания 100%.\0	-1
5464	Recipe: Dark Legion's Edge(60%)		u,Долько для Дварфов. Рецепт на dark legion's edge. Для изготовления требуется уровень умения 8. Шанс создания 60%.\0	-1
5465	Recipe: Dark Legion's Edge(100%)		u,Долько для Дварфов. Рецепт на dark legion's edge. Для изготовления требуется уровень умения 8. Шанс создания 100%.\0	-1
5466	Recipe: Sword of Miracle(60%)		u,Долько для Дварфов. Рецепт на sword of miracle. Для изготовления требуется уровень умения 8. Шанс создания 60%.\0	-1
5467	Recipe: Sword of Miracle(100%)		u,Долько для Дварфов. Рецепт на sword of miracle. Для изготовления требуется уровень умения 8. Шанс создания 100%.\0	-1
5468	Recipe: Elemental Sword(60%)		u,Долько для Дварфов. Рецепт на elemental sword. Для изготовления требуется уровень умения 7. Шанс создания 60%.\0	-1
5469	Recipe: Elemental Sword(100%)		u,Долько для Дварфов. Рецепт на elemental sword. Для изготовления требуется уровень умения 7. Шанс создания 100%.\0	-1
5470	Recipe: Tallum Blade(60%)		u,Долько для Дварфов. Рецепт на tallum blade. Для изготовления требуется уровень умения 7. Шанс создания 60%.\0	-1
5471	Recipe: Tallum Blade(100%)		u,Долько для Дварфов. Рецепт на tallum blade. Для изготовления требуется уровень умения 7. Шанс создания 100%.\0	-1
5472	Recipe: Metallic Thread(100%)		u,Долько для Дварфов. Рецепт на iron thread. Для изготовления требуется уровень умения 4. Шанс создания 100%.\0	-1
5473	Recipe: Durable Metal Plate(100%)		u,Долько для Дварфов. Рецепт на durable metal plate. Для изготовления требуется уровень умения 4. Шанс создания 100%.\0	-1
5474	Recipe: Leolin's Mold(100%)		u,Долько для Дварфов. Рецепт на reorin's mold. Для изготовления требуется уровень умения 5. Шанс создания 100%.\0	-1
5475	Recipe: Warsmith's Mold(100%)		u,Долько для Дварфов. Рецепт на warsmith's mold. Для изготовления требуется уровень умения 6. Шанс создания 100%.\0	-1
5476	Recipe: Arcsmith's Anvil(100%)		u,Долько для Дварфов. Рецепт на arcsmith's anvil. Для изготовления требуется уровень умения 6. Шанс создания 100%.\0	-1
5477	Recipe: Warsmith's Holder(100%)		u,Долько для Дварфов. Рецепт на warsmith's holder. Для изготовления требуется уровень умения 6. Шанс создания 100%.\0	-1
5478	Sealed Dark Crystal Leather Armor Pattern		u,Ингредиент для создания Дварфом sealed dark crystal leather armor. Может быть продано в магазине.\0	-1
5479	Sealed Tallum Leather Armor Pattern		u,Ингредиент для создания Дварфом sealed tallum leather armor. Может быть продано в магазине.\0	-1
5480	Sealed Leather Armor of Nightmare Fabric		u,Ингредиент для создания Дварфом sealed leather armor of nightmare. Может быть продано в магазине.\0	-1
5481	Sealed Majestic Leather Armor Fabric		u,Ингредиент для создания Дварфом sealed majestic leather armor. Может быть продано в магазине.\0	-1
5482	Sealed Dark Crystalline Leggings Design		u,Ингредиент для создания Дварфом sealed dark crystalline leggings. Может быть продано в магазине.\0	-1
5483	Phoenix Earring Gemstone		u,Ингредиент для создания Дварфом phoenix earring. Может быть продано в магазине.\0	-1
5484	Inferno Earring Gemstone		u,Ингредиент для создания Дварфом inferno earring. Может быть продано в магазине.\0	-1
5485	Sealed Tallum Tunic Texture		u,Ингредиент для создания Дварфом sealed tallum tunic. Может быть продано в магазине.\0	-1
5486	Sealed Dark Crystal Robe Fabric		u,Ингредиент для создания Дварфом sealed dark crystal robe. Может быть продано в магазине.\0	-1
5487	Sealed Robe of Nightmare Fabric		u,Ингредиент для создания Дварфом sealed robe of nightmare. Может быть продано в магазине.\0	-1
5488	Sealed Majestic Robe Fabric		u,Ингредиент для создания Дварфом sealed majestic robe. Может быть продано в магазине.\0	-1
5489	Sealed Tallum Stockings Fabric		u,Ингредиент для создания Дварфом sealed tallum stockings. Может быть продано в магазине.\0	-1
5490	Phoenix Necklace Beads		u,Ингредиент для создания Дварфом phoenix armor. Может быть продано в магазине.\0	-1
5491	Inferno Necklace Beads		u,Ингредиент для создания Дварфом inferno necklace. Может быть продано в магазине.\0	-1
5492	Phoenix Ring Gemstone		u,Ингредиент для создания Дварфом phoenix ring. Может быть продано в магазине.\0	-1
5493	Inferno Ring Gemstone		u,Ингредиент для создания Дварфом inferno ring. Может быть продано в магазине.\0	-1
5494	Sealed Dark Crystal Shield Fragment		u,Ингредиент для создания Дварфом sealed dark crystal shield. Может быть продано в магазине.\0	-1
5495	Sealed Shield of Nightmare Fragment		u,Ингредиент для создания Дварфом sealed shield of nightmare. Может быть продано в магазине.\0	-1
5496	Sealed Dark Crystal Boots Lining		u,Ингредиент для создания Дварфом sealed dark crystal boots. Может быть продано в магазине.\0	-1
5497	Sealed Tallum Boots Lining		u,Ингредиент для создания Дварфом sealed tallum boots. Может быть продано в магазине.\0	-1
5498	Sealed Boots of the Underworld Lining		u,Ингредиент для создания Дварфом sealed boots of underworld. Может быть продано в магазине.\0	-1
5499	Sealed Gust Boots Lining		u,Ингредиент для создания Дварфом sealed gust boots. Может быть продано в магазине.\0	-1
5500	Sealed Red Flame Boots Lining		u,Ингредиент для создания Дварфом sealed red flame boots. Может быть продано в магазине.\0	-1
5501	Sealed Phoenix Boots Lining		u,Ингредиент для создания Дварфом sealed phoenix boots. Может быть продано в магазине.\0	-1
5502	Sealed Boots of Nightmare Lining		u,Ингредиент для создания Дварфом sealed boots of nightmare. Может быть продано в магазине.\0	-1
5503	Sealed Majestic Boots Lining		u,Ингредиент для создания Дварфом sealed majestic boots. Может быть продано в магазине.\0	-1
5504	Sealed Dark Legion Boots Lining		u,Ингредиент для создания Дварфом sealed dark legion boots. Может быть продано в магазине.\0	-1
5505	Sealed Boots of Phantom Lining		u,Ингредиент для создания Дварфом sealed boots of phantom. Может быть продано в магазине.\0	-1
5506	Sealed Cerberus Boots Lining		u,Ингредиент для создания Дварфом sealed Cerberus boots. Может быть продано в магазине.\0	-1
5507	Sealed Dasparion's Boots Lining		u,Ингредиент для создания Дварфом sealed Dasparion's boots. Может быть продано в магазине.\0	-1
5508	Sealed Dark Crystal Gloves Design		u,Ингредиент для создания Дварфом sealed dark crystal gloves. Может быть продано в магазине.\0	-1
5509	Sealed Tallum Gloves Design		u,Ингредиент для создания Дварфом sealed tallum gloves. Может быть продано в магазине.\0	-1
5510	Sealed Gloves of the Underworld Design		u,Ингредиент для создания Дварфом sealed gloves of underworld. Может быть продано в магазине.\0	-1
5511	Sealed Gust Bracer design		u,Ингредиент для создания Дварфом sealed gust bracer. Может быть продано в магазине.\0	-1
5512	Sealed Gloves of Black Ore Design		u,Ингредиент для создания Дварфом sealed gloves of black ore. Может быть продано в магазине.\0	-1
5513	Sealed Phoenix Gloves Design		u,Ингредиент для создания Дварфом sealed phoenix gloves. Может быть продано в магазине.\0	-1
5514	Sealed Gloves of Nightmare Design		u,Ингредиент для создания Дварфом sealed gloves of nightmare. Может быть продано в магазине.\0	-1
5515	Sealed Majestic Gloves Design		u,Ингредиент для создания Дварфом sealed majestic gloves. Может быть продано в магазине.\0	-1
5516	Sealed Dark Legion Gloves Design		u,Ингредиент для создания Дварфом sealed dark legion gloves. Может быть продано в магазине.\0	-1
5517	 Sealed Gloves of Phantom Design		u,Ингредиент для создания Дварфом sealed gloves of phantom. Может быть продано в магазине.\0	-1
5518	Sealed Cerberus Gloves Design		u,Ингредиент для создания Дварфом sealed Cerberus gloves. Может быть продано в магазине.\0	-1
5519	Sealed Dasparion's Gloves Design		u,Ингредиент для создания Дварфом sealed Dasparion's gloves. Может быть продано в магазине.\0	-1
5520	Sealed Dark Crystal Breastplate Pattern		u,Ингредиент для создания Дварфом sealed dark crystal breastplate. Может быть продано в магазине.\0	-1
5521	Sealed Tallum Plate Armor Pattern		u,Ингредиент для создания Дварфом sealed tallum plate armor. Может быть продано в магазине.\0	-1
5522	Sealed Armor of Nightmare Pattern		u,Ингредиент для создания Дварфом sealed armor of nightmare. Может быть продано в магазине.\0	-1
5523	Sealed Majestic Plate Armor Pattern		u,Ингредиент для создания Дварфом sealed majestic plate armor. Может быть продано в магазине.\0	-1
5524	Sealed Dark Crystal Gaiters Pattern		u,Ингредиент для создания Дварфом sealed dark crystal gaiters. Может быть продано в магазине.\0	-1
5525	Sealed Dark Crystal Helmet Design		u,Ингредиент для создания Дварфом sealed dark crystal helmet. Может быть продано в магазине.\0	-1
5526	Sealed Tallum Helm Design		u,Ингредиент для создания Дварфом sealed tallum helm. Может быть продано в магазине.\0	-1
5527	Sealed Helm of Nightmare Design		u,Ингредиент для создания Дварфом sealed helm of nightmare. Может быть продано в магазине.\0	-1
5528	Sealed Majestic Circlet Design		u,Ингредиент для создания Дварфом sealed majestic circlet. Может быть продано в магазине.\0	-1
5529	Dragon Slayer Edge		u,Ингредиент для создания Дварфом dragon slayer. Может быть продано в магазине.\0	-1
5530	Berserker Blade Edge		u,Ингредиент для создания Дварфом berserker blade. Может быть продано в магазине.\0	-1
5531	Heavy Sword Edge		u,Ингредиент для создания Дварфом heavy sword. Может быть продано в магазине.\0	-1
5532	Meteor Shower Head		u,Ингредиент для создания Дварфом meteor shower. Может быть продано в магазине.\0	-1
5533	Elysian Head		u,Ингредиент для создания Дварфом Elysian. Может быть продано в магазине.\0	-1
5534	Soul Bow Stave		u,Ингредиент для создания Дварфом soul bow. Может быть продано в магазине.\0	-1
5535	Carnage Bow Stave		u,Ингредиент для создания Дварфом carnage bow. Может быть продано в магазине.\0	-1
5536	Bloody Orchid Head		u,Ингредиент для создания Дварфом bloody orchid. Может быть продано в магазине.\0	-1
5537	Soul Separator Head		u,Ингредиент для создания Дварфом soul separator. Может быть продано в магазине.\0	-1
5538	Dragon Grinder Edge		u,Ингредиент для создания Дварфом dragon grinder. Может быть продано в магазине.\0	-1
5539	Blood Tornado Edge		u,Ингредиент для создания Дварфом blood tornado. Может быть продано в магазине.\0	-1
5540	Orcish Halberd Edge		u,Ингредиент для создания Дварфом orcish halberd. Может быть продано в магазине.\0	-1
5541	Tallum Glaive Edge		u,Ингредиент для создания Дварфом tallum glaive. Может быть продано в магазине.\0	-1
5542	Halberd Edge		u,Ингредиент для создания Дварфом halberd. Может быть продано в магазине.\0	-1
5543	Dasparion's Staff Edge		u,Ингредиент для создания Дварфом Dasparion's staff. Может быть продано в магазине.\0	-1
5544	Branch of The Mother Tree Head		u,Ингредиент для создания Дварфом branch of Mother Tree. Может быть продано в магазине.\0	-1
5545	Dark Legion's Edge Blade		u,Ингредиент для создания Дварфом dark legion's edge. Может быть продано в магазине.\0	-1
5546	Sword of Miracles Edge		u,Ингредиент для создания Дварфом sword of miracles. Может быть продано в магазине.\0	-1
5547	Elemental Sword Edge		u,Ингредиент для создания Дварфом elemental sword. Может быть продано в магазине.\0	-1
5548	Tallum Blade Edge		u,Ингредиент для создания Дварфом tallum blade. Может быть продано в магазине.\0	-1
5549	Metallic Thread		u,Материал, используемый Дварфами для создания вещей. Может быть продано в магазине.\0	-1
5550	Durable Metal Plate		u,Материал, используемый Дварфами для создания вещей. Может быть продано в магазине.\0	-1
5551	Leolin's Mold		u,Материал, используемый Дварфами для создания вещей. Может быть продано в магазине.\0	-1
5552	Warsmith's Mold		u,Материал, используемый Дварфами для создания вещей. Может быть продано в магазине.\0	-1
5553	Arcsmith's Anvil		u,Материал, используемый Дварфами для создания вещей. Может быть продано в магазине.\0	-1
5554	Warsmith's Holder		u,Материал, используемый Дварфами для создания вещей. Может быть продано в магазине.\0	-1
5555	Token of Love		u,С новым годом!.\0	-1
5556	Star Ornament		u,Составляющее Christmas Tree. Отнесите это к Santa trainee, вместе с другими ингредиентами, и получитеChristmas Tree.\0	-1
5557	Bead Ornament		u,Составляющее Christmas Tree. Отнесите это к Santa trainee, вместе с другими ингредиентами, и получите Christmas Tree.\0	-1
5558	Fir Tree Branch		u,Составляющее Christmas Tree. Отнесите это к Santa trainee, вместе с другими ингредиентами, и получите Christmas Tree.\0	-1
5559	Flower Pot		u,Составляющее Christmas Tree. Отнесите это к Santa trainee, вместе с другими ингредиентами, и получите Christmas Tree.\0	-1
5560	Christmas Tree		u,Вызывает Christmas Tree.\0	-1
5561	Special Christmas Tree		u,Вызывает Special Christmas Tree.\0	-1
5562	Echo Crystal - 1st Carol		u,Эхо кристалл, который проигрывает музыку 1st carol. Одноразовый.\0	-1
5563	Echo Crystal - 2nd Carol		u,Эхо кристалл, который проигрывает музыку 2nd carol. Одноразовый.\0	-1
5564	Echo Crystal - 3rd Carol		u,Эхо кристалл, который проигрывает музыку 3rd carol. Одноразовый.\0	-1
5565	Echo Crystal - 4th Carol		u,Эхо кристалл, который проигрывает музыку 4th carol. Одноразовый.\0	-1
5566	Echo Crystal - 5th Carol		u,Эхо кристалл, который проигрывает музыку 5th carol. Одноразовый.\0	-1
5567	Letter of Greetings		u,Письмо Sla's к ее ученику. Доставьте это к Nyakuri в Dwarven Village.\0	-1
5568	Letter of Greetings		u,Письмо Sla's к ее ученику. Доставьте это к Ramus в Talking Island.\0	-1
5569	Water Rune		u,Фрагмент seal stone собранный Lords of Dawn.\0	-1
5570	Water Mantra		u,Фрагмент seal stone собранный Revolutionaries of Dusk.\0	-1
5571	Wind Rune		u,Фрагмент seal stone собранный Lords of Dawn.\0	-1
5572	Wind Mantra		u,Фрагмент seal stone собранный Revolutionaries of Dusk.\0	-1
5573	Fire Rune		u,Фрагмент seal stone собранный Lords of Dawn.\0	-1
5574	Fire Mantra		u,Фрагмент seal stone собранный Revolutionaries of Dusk.\0	-1
5575	Ancient Adena		u,Древние деньги.\0	-1
5577	Red Soul Crystal - Stage 11		u,Красный кристалл, содержащий в себе духа, этап 11. Используется для усиления оружия и придания ему дополнительной магической силы. Затрачивается 26 MP. Как только камень души достигает этой стадии, он может независимо поглощать души.\0	-1
5578	Green Soul Crystal - Stage 11		u,Зеленый кристалл, содержащий в себе духа, этап 11. Используется для усиления оружия и придания ему дополнительной магической силы. Затрачивается 26 MP. Как только камень души достигает этой стадии, он может независимо поглощать души.\0	-1
5579	Blue Soul Crystal - Stage 11		u,Синий кристалл, содержащий в себе духа, этап 11. Используется для усиления оружия и придания ему дополнительной магической силы. Затрачивается 26 MP. Как только камень души достигает этой стадии, он может независимо поглощать души.\0	-1
5580	Red Soul Crystal - Stage 12		u,Красный кристалл, содержащий в себе духа, этап 12. Используется для усиления оружия и придания ему дополнительной магической силы. Затрачивается 26 MP. Как только камень души достигает этой стадии, он может независимо поглощать души.\0	-1
5581	Green Soul Crystal - Stage 12		u,Зеленый кристалл, содержащий в себе духа, этап 12. Используется для усиления оружия и придания ему дополнительной магической силы. Затрачивается 26 MP. Как только камень души достигает этой стадии, он может независимо поглощать души.\0	-1
5582	Blue Soul Crystal - Stage 12		u,Синий кристалл, содержащий в себе духа, этап 12. Используется для усиления оружия и придания ему дополнительной магической силы. Затрачивается 26 MP. Как только камень души достигает этой стадии, он может независимо поглощать души.\0	-1
5583	Echo Crystal - 6th Carol		u,Эхо кристалл, который проигрывает музыку 6th carol. Одноразовый.\0	-1
5584	Echo Crystal - 7th Carol		u,Эхо кристалл, который проигрывает музыку 7th carol. Одноразовый.\0	-1
5585	Echo Crystal - 8th Carol		u,Эхо кристалл, который проигрывает музыку 8th carol. Одноразовый.\0	-1
5586	Echo Crystal - 9th Carol		u,Эхо кристалл, который проигрывает музыку 9th carol. Одноразовый.\0	-1
5587	Echo Crystal - 10th Carol		u,Эхо кристалл, который проигрывает музыку 10th carol. Одноразовый.\0	-1
5588	Tutorial Guide		u,Документ, содержит инструкции для новичка.\0	-1
5589	Energy Stone		u,Восстанавливает энергию Gladiator или Tyrant на первом этапе. Может быть использовано до 2 этапа.\0	-1
5591	CP Potion		u,Восстанавливает CP на 50.\0	-1
5592	Greater CP Potion		u,Восстанавливает CP на 200.\0	-1
5593	SP Scroll: Low Grade		u,Добавляет 500 SP.\0	-1
5594	SP Scroll: Medium Grade		u,Добавляет 5000 SP.\0	-1
5595	SP Scroll: High Grade		u,Добавляет 100000 SP.\0	-1
5650	Alternative Dark Coda Seed		u,Посеянное на монстра в районе Gludio, это семя станет фруктом Alternative Dark Coda. Для лучших результатов, персонаж должен быть с 5 по 15, и монстр примерно такого же уровня\0	-1
5651	Alternative Red Coda Seed		u,Посеянное на монстра в районе Gludio, это семя станет фруктом Alternative Red Coda. Для лучших результатов, персонаж должен быть с 8 по 18, и монстр примерно такого же уровня\0	-1
5652	Alternative Chilly Coda Seed		u,Посеянное на монстра в районе Gludio, это семя станет фруктом Alternative Red Coda. Для лучших результатов, персонаж должен быть с 8 по 18, и монстр примерно такого же уровня\0	-1
5653	Alternative Blue Coda Seed		u,Посеянное на монстра в районе Gludio, это семя станет фруктом Alternative Blue Coda. Для лучших результатов, персонаж должен быть с 14 по 24, и монстр примерно такого же уровня\0	-1
5654	Alternative Golden Coda Seed		u,Посеянное на монстра в районе Gludio, это семя станет фруктом Alternative Golden Coda. Для лучших результатов, персонаж должен быть с 17 по 27, и монстр примерно такого же уровня\0	-1
5655	Alternative Lute Coda Seed		u,Посеянное на монстра в районе Gludio, это семя станет фруктом Alternative Lute Coda. Для лучших результатов, персонаж должен быть с 20 по 30, и монстр примерно такого же уровня\0	-1
5656	Alternative Desert Coda Seed		u,Посеянное на монстра в районе Gludio, это семя станет фруктом Alternative Desert Coda. Для лучших результатов, персонаж должен быть с 23 по 33, и монстр примерно такого же уровня\0	-1
5657	Alternative Blue Cobol Seed		u,Посеянное на монстра в районе Gludio, это семя станет фруктом Alternative Blue Cobol. Для лучших результатов, персонаж должен быть с 32 по 42, и монстр примерно такого же уровня\0	-1
5658	Alternative Blue Coda Seed		u,Посеянное на монстра в районе Dion, это семя станет фруктом Alternative Blue Coda, Для лучших результатов, персонаж должен быть с 14 по 24, и монстр примерно такого же уровня\0	-1
5659	Alternative Golden Coda Seed		u,Посеянное на монстра в районе Dion, это семя станет фруктом Alternative Golden Coda. Для лучших результатов, персонаж должен быть с 17 по 27, и монстр примерно такого же уровня\0	-1
5660	Alternative Lute Coda Seed		u,Посеянное на монстра в районе Dion, это семя станет фруктом Alternative Lute Coda. Для лучших результатов, персонаж должен быть с 20 по 30, и монстр примерно такого же уровня\0	-1
5661	Alternative Desert Coda Seed		u,Посеянное на монстра в районе Dion, это семя станет фруктом Alternative Desert Coda. Для лучших результатов, персонаж должен быть с 23 по 33, и монстр примерно такого же уровня\0	-1
5662	Alternative Red Cobol Seed		u,Посеянное на монстра в районе Dion, это семя станет фруктом Alternative Red Cobol. Для лучших результатов, персонаж должен быть с 26 по 36, и монстр примерно такого же уровня\0	-1
5663	Alternative Chilly Cobol Seed		u,Посеянное на монстра в районе Dion, это семя станет фруктом Alternative Chilly Cobol. Для лучших результатов, персонаж должен быть с 29 по 39, и монстр примерно такого же уровня\0	-1
5664	Alternative Thorn Cobol Seed		u,Посеянное на монстра в районе Dion, это семя станет фруктом Alternative Thorn Cobol. Для лучших результатов, персонаж должен быть с 35 по 45, и монстр примерно такого же уровня\0	-1
5665	Alternative Golden Cobol Seed		u,Посеянное на монстра в районе Dion, это семя станет фруктом Alternative Golden Cobol. Для лучших результатов, персонаж должен быть с 38 по 48, и монстр примерно такого же уровня\0	-1
5666	Alternative Great Cobol Seed		u,Посеянное на монстра в районе Dion, это семя станет фруктом Alternative Great Cobol. Для лучших результатов, персонаж должен быть с 41 по 51, и монстр примерно такого же уровня\0	-1
5667	Alternative Red Cobol Seed		u,Посеянное на монстра в районе Giran, это семя станет фруктом Alternative Red Cobol. Для лучших результатов, персонаж должен быть с 26 по 36, и монстр примерно такого же уровня\0	-1
5668	Alternative Chilly Cobol Seed		u,Посеянное на монстра в районе Giran, это семя станет фруктом Alternative Chilly Cobol. Для лучших результатов, персонаж должен быть с 29 по 39, и монстр примерно такого же уровня\0	-1
5669	Alternative Blue Cobol Seed		u,Посеянное на монстра в районе Giran, это семя станет фруктом Alternative Blue Cobol. Для лучших результатов, персонаж должен быть с 32 по 42, и монстр примерно такого же уровня\0	-1
5670	Alternative Thorn Cobol Seed		u,Посеянное на монстра в районе Giran, это семя станет фруктом Alternative Thorn Cobol. Для лучших результатов, персонаж должен быть с 35 по 45, и монстр примерно такого же уровня\0	-1
5671	Alternative Golden Cobol Seed		u,Посеянное на монстра в районе Giran, это семя станет фруктом Alternative Golden Cobol. Для лучших результатов, персонаж должен быть с 38 по 48, и монстр примерно такого же уровня\0	-1
5672	Alternative Great Cobol Seed		u,Посеянное на монстра в районе Giran, это семя станет фруктом Alternative Great Cobol. Для лучших результатов, персонаж должен быть с 41 по 51, и монстр примерно такого же уровня\0	-1
5673	Alternative Red Codran Seed		u,Посеянное на монстра в районе Giran, это семя станет фруктом Alternative Red Codran. Для лучших результатов, персонаж должен быть с 44 по 55, и монстр примерно такого же уровня\0	-1
5674	Alternative Twin Codran Seed		u,Посеянное на монстра в районе Giran, это семя станет фруктом Alternative Twin Codran. Для лучших результатов, персонаж должен быть с 53 по 63, и монстр примерно такого же уровня\0	-1
5675	Alternative Desert Codran Seed		u,Посеянное на монстра в районе Giran, это семя станет фруктом Alternative Desert Codran. Для лучших результатов, персонаж должен быть с 59 по 69, и монстр примерно такого же уровня\0	-1
5676	Alternative Dark Coda Seed		u,Посеянное на монстра в районе Oren, это семя станет фруктом Alternative Dark Coda. Для лучших результатов, персонаж должен быть с 5 по 15, и монстр примерно такого же уровня\0	-1
5677	Alternative Red Coda Seed		u,Посеянное на монстра в районе Oren, это семя станет фруктом Alternative Red Coda. Для лучших результатов, персонаж должен быть с 8 по 18, и монстр примерно такого же уровня\0	-1
5678	Alternative Blue Coda Seed		u,Посеянное на монстра в районе Oren, это семя станет фруктом Alternative Blue Coda. Для лучших результатов, персонаж должен быть с 14 по 24, и монстр примерно такого же уровня\0	-1
5679	Alternative Red Cobol Seed		u,Посеянное на монстра в районе Oren, это семя станет фруктом Alternative Red Cobol. Для лучших результатов, персонаж должен быть с 26 по 36, и монстр примерно такого же уровня\0	-1
5680	Alternative Chilly Cobol Seed		u,Посеянное на монстра в районе Oren, это семя станет фруктом Alternative Chilly Cobol. Для лучших результатов, персонаж должен быть с 29 по 39, и монстр примерно такого же уровня\0	-1
5681	Alternative Blue Cobol Seed		u,Посеянное на монстра в районе Oren, это семя станет фруктом Alternative Blue Cobol. Для лучших результатов, персонаж должен быть с 32 по 42, и монстр примерно такого же уровня\0	-1
5682	Alternative Thorn Cobol Seed		u,Посеянное на монстра в районе Oren, это семя станет фруктом Alternative Thorn Cobol. Для лучших результатов, персонаж должен быть с 35 по 45, и монстр примерно такого же уровня\0	-1
5683	Alternative Sea Codran Seed		u,Посеянное на монстра в районе Oren, это семя станет фруктом Alternative Sea Codran. Для лучших результатов, персонаж должен быть с 45 по 55, и монстр примерно такого же уровня\0	-1
5684	Alternative Chilly Codran Seed		u,Посеянное на монстра в районе Oren, это семя станет фруктом Alternative Chilly Codran. Для лучших результатов, персонаж должен быть с 47 по 57, и монстр примерно такого же уровня\0	-1
5685	Alternative Blue Codran Seed		u,Посеянное на монстра в районе Oren, это семя станет фруктом Alternative Blue Codran. Для лучших результатов, персонаж должен быть с 50 по 60, и монстр примерно такого же уровня\0	-1
5686	Alternative Twin Codran Seed		u,Посеянное на монстра в районе Oren, это семя станет фруктом Alternative Twin Codran. Для лучших результатов, персонаж должен быть с 53 по 63, и монстр примерно такого же уровня\0	-1
5687	Alternative Thorn Cobol Seed		u,Посеянное на монстра в районе Aden, это семя станет фруктом Alternative Thorn Cobol. Для лучших результатов, персонаж должен быть с 35 по 45, и монстр примерно такого же уровня\0	-1
5688	Alternative Golden Cobol Seed		u,Посеянное на монстра в районе Aden, это семя станет фруктом Alternative Golden Cobol. Для лучших результатов, персонаж должен быть с 38 по 48, и монстр примерно такого же уровня\0	-1
5689	Alternative Great Cobol Seed		u,Посеянное на монстра в районе Aden, это семя станет фруктом Alternative Great Cobol. Для лучших результатов, персонаж должен быть с 41 по 51, и монстр примерно такого же уровня\0	-1
5690	Alternative Red Codran Seed		u,Посеянное на монстра в районе Aden, это семя станет фруктом Alternative Red Codran. Для лучших результатов, персонаж должен быть с 44 по 54, и монстр примерно такого же уровня\0	-1
5691	Alternative Chilly Codran Seed		u,Посеянное на монстра в районе Aden, это семя станет фруктом Alternative Chilly Codran. Для лучших результатов, персонаж должен быть с 47 по 57, и монстр примерно такого же уровня\0	-1
5692	Alternative Blue Codran Seed		u,Посеянное на монстра в районе Aden, это семя станет фруктом Alternative Blue Codran. Для лучших результатов, персонаж должен быть с 50 по 60, и монстр примерно такого же уровня\0	-1
5693	Alternative Twin Codran Seed		u,Посеянное на монстра в районе Aden, это семя станет фруктом Alternative Twin Codran. Для лучших результатов, персонаж должен быть с 53 по 63, и монстр примерно такого же уровня\0	-1
5694	Alternative Great Codran Seed		u,Посеянное на монстра в районе Aden, это семя станет фруктом Alternative Great Codran. Для лучших результатов, персонаж должен быть с 56 по 66, и монстр примерно такого же уровня\0	-1
5695	Alternative Desert Codran Seed		u,Посеянное на монстра в районе Aden, это семя станет фруктом Alternative Desert Codran. Для лучших результатов, персонаж должен быть с 59 по 69, и монстр примерно такого же уровня\0	-1
5696	Alternative Chilly Cobol Seed		u,Посеянное на монстра в районе Innadril, это семя станет фруктом Alternative Chilly Cobol. Для лучших результатов, персонаж должен быть с 29 по 39, и монстр примерно такого же уровня\0	-1
5697	Alternative Blue Cobol Seed		u,Посеянное на монстра в районе Innadril, это семя станет фруктом Alternative Blue Cobol. Для лучших результатов, персонаж должен быть с 32 по 42, и монстр примерно такого же уровня\0	-1
5698	Alternative Thorn Cobol Seed		u,Посеянное на монстра в районе Innadril, это семя станет фруктом Alternative Thorn Cobol. Для лучших результатов, персонаж должен быть с 35 по 45, и монстр примерно такого же уровня\0	-1
5699	Alternative Golden Cobol Seed		u,Посеянное на монстра в районе Innadril, это семя станет фруктом Alternative Golden Cobol. Для лучших результатов, персонаж должен быть с 38 по 48, и монстр примерно такого же уровня\0	-1
