id	name	description	rgb[0]	rgb[1]	rgb[2]	reserved1
7458	a,Poitan\0	a,Blacksmith\0	9C	E8	A9	-1
7459	a,Wandius\0	a,Master\0	9C	E8	A9	-1
7460	a,Cardien\0	a,Master\0	9C	E8	A9	-1
7461	a,Mirien\0	a,Magister\0	9C	E8	A9	-1
7462	a,Tronix\0	a,Grand Master\0	9C	E8	A9	-1
7463	a,Ixia\0	a,Master\0	9C	E8	A9	-1
7464	a,Clayton\0	a,Magister\0	9C	E8	A9	-1
7465	a,Herven\0	a,Guard\0	9C	E8	A9	-1
7466	a,Bright\0	a,Guard\0	9C	E8	A9	-1
7467	a,trash\0	a,	9C	E8	A9	-1
7468	a,trash\0	a,	9C	E8	A9	-1
7469	a,Jonas\0	a,	9C	E8	A9	-1
7470	a,trash\0	a,	9C	E8	A9	-1
7471	a,Rupio\0	a,Blacksmith\0	9C	E8	A9	-1
7472	a,Rosheria\0	a,Master\0	9C	E8	A9	-1
7473	a,Bandellos\0	a,Priest\0	9C	E8	A9	-1
7474	a,Angus\0	a,Grand Master\0	9C	E8	A9	-1
7475	a,Stapin\0	a,Master\0	9C	E8	A9	-1
7476	a,Kaira\0	a,Magister\0	9C	E8	A9	-1
7477	a,Sir Ortho Lancer\0	a,	9C	E8	A9	-1
7478	a,Reikin\0	a,Guard\0	9C	E8	A9	-1
7479	a,trash\0	a,	9C	E8	A9	-1
7480	a,trash\0	a,	9C	E8	A9	-1
7481	a,trash\0	a,	9C	E8	A9	-1
7482	a,trash\0	a,	9C	E8	A9	-1
7483	a,Mozella\0	a,Gatekeeper\0	9C	E8	A9	-1
7484	a,Ponti\0	a,Gatekeeper\0	9C	E8	A9	-1
7485	a,Capella\0	a,Gatekeeper\0	9C	E8	A9	-1
7486	a,Hanna\0	a,Gatekeeper\0	9C	E8	A9	-1
7487	a,Penelope\0	a,Gatekeeper\0	9C	E8	A9	-1
7488	a,Gatekeeper\0	a,	9C	E8	A9	-1
7489	a,Gatekeeper\0	a,	9C	E8	A9	-1
7490	a,Gatekeeper\0	a,	9C	E8	A9	-1
7491	a,Mass Gatekeeper\0	a,	9C	E8	A9	-1
7492	a,Outer Doorman\0	a,	9C	E8	A9	-1
7493	a,Inner Doorman\0	a,	9C	E8	A9	-1
7494	a,Brighum\0	a,Trader\0	9C	E8	A9	-1
7495	a,Tamutak\0	a,	9C	E8	A9	-1
7496	a,Brakel\0	a,	9C	E8	A9	-1
7497	a,Edmond\0	a,	9C	E8	A9	-1
7498	a,Moke\0	a,Warehouse Chief \0	9C	E8	A9	-1
7499	a,Tapoy\0	a,Head Blacksmith\0	9C	E8	A9	-1
7500	a,Osborn\0	a,High Prefect \0	9C	E8	A9	-1
7501	a,Kasman\0	a,Prefect\0	9C	E8	A9	-1
7502	a,Umos\0	a,Seer\0	9C	E8	A9	-1
7503	a,Rikadio\0	a,Warehouse Chief \0	9C	E8	A9	-1
7504	a,Mendio\0	a,Head Blacksmith\0	9C	E8	A9	-1
7505	a,Drikus\0	a,High Prefect \0	9C	E8	A9	-1
7506	a,Buka\0	a,Prefect\0	9C	E8	A9	-1
7507	a,Racoy\0	a,Seer\0	9C	E8	A9	-1
7508	a,Castor\0	a,High Prefect \0	9C	E8	A9	-1
7509	a,Dowki\0	a,Prefect\0	9C	E8	A9	-1
7510	a,Somak\0	a,Seer\0	9C	E8	A9	-1
7511	a,Gesto\0	a,Warehouse Chief \0	9C	E8	A9	-1
7512	a,Kusto\0	a,Head Blacksmith\0	9C	E8	A9	-1
7513	a,Penatus\0	a,High Prefect \0	9C	E8	A9	-1
7514	a,Vokian\0	a,Prefect\0	9C	E8	A9	-1
7515	a,Manakia\0	a,Seer\0	9C	E8	A9	-1
7516	a,Reep\0	a,Trader\0	9C	E8	A9	-1
7517	a,Shari\0	a,Trader\0	9C	E8	A9	-1
7518	a,Garita\0	a,Trader\0	9C	E8	A9	-1
7519	a,Mion\0	a,Trader\0	9C	E8	A9	-1
7520	a,Reed\0	a,Warehouse Chief \0	9C	E8	A9	-1
7521	a,Murdoc\0	a,Warehouse Freightman\0	9C	E8	A9	-1
7522	a,Airy\0	a,Warehouse Keeper\0	9C	E8	A9	-1
7523	a,Gouph\0	a,Collector\0	9C	E8	A9	-1
7524	a,Pippi\0	a,Collector\0	9C	E8	A9	-1
7525	a,Bronk\0	a,Head Blacksmith\0	9C	E8	A9	-1
7526	a,Brunon\0	a,Blacksmith\0	9C	E8	A9	-1
7527	a,Silvera\0	a,Blacksmith\0	9C	E8	A9	-1
7528	a,Laferon\0	a,Foreman\0	9C	E8	A9	-1
7529	a,Maron\0	a,Miner\0	9C	E8	A9	-1
7530	a,Newbie Helper\0	a,	9C	E8	A9	-1
7531	a,Lockirin\0	a,Iron Gate's\0	9C	E8	A9	-1
7532	a,Spiron\0	a,Golden Wheel's\0	9C	E8	A9	-1
7533	a,Balanki\0	a,Silver Scale's\0	9C	E8	A9	-1
7534	a,Keef\0	a,Bronze Key's\0	9C	E8	A9	-1
7535	a,Filaur\0	a,Gray Pillar's\0	9C	E8	A9	-1
7536	a,Arin\0	a,Black Anvil's\0	9C	E8	A9	-1
7537	a,Daichir\0	a,Priest of the Earth\0	9C	E8	A9	-1
7538	a,Zimenf\0	a,Priest of the Earth\0	9C	E8	A9	-1
7539	a,Chichirin\0	a,Priestess of the Earth\0	9C	E8	A9	-1
7540	a,Wirphy\0	a,Gatekeeper\0	9C	E8	A9	-1
7541	a,Paion\0	a,Protector\0	9C	E8	A9	-1
7542	a,Runant\0	a,Defender\0	9C	E8	A9	-1
7543	a,Ethan\0	a,Defender\0	9C	E8	A9	-1
7544	a,Cromwell\0	a,Defender\0	9C	E8	A9	-1
7545	a,Proton\0	a,Defender\0	9C	E8	A9	-1
7546	a,Dinkey\0	a,Defender\0	9C	E8	A9	-1
7547	a,Tardyon\0	a,Defender\0	9C	E8	A9	-1
7548	a,Nathan\0	a,Defender\0	9C	E8	A9	-1
7549	a,Ghouliff Droopstone\0	a,	9C	E8	A9	-1
7550	a,Gauri Twinklerock\0	a,	9C	E8	A9	-1
7551	a,Tink Wandergold\0	a,	9C	E8	A9	-1
7552	a,Kiril Sparkystone\0	a,	9C	E8	A9	-1
7553	a,Maryse Redbonnet\0	a,	9C	E8	A9	-1
7554	a,Bolter\0	a,Miner\0	9C	E8	A9	-1
7555	a,Torocco\0	a,Carrier\0	9C	E8	A9	-1
7556	a,Toma\0	a,Master\0	9C	E8	A9	-1
7557	a,Torai\0	a,	9C	E8	A9	-1
7558	a,Jakal\0	a,Trader\0	9C	E8	A9	-1
7559	a,Kunai\0	a,Trader\0	9C	E8	A9	-1
7560	a,Uska\0	a,Trader\0	9C	E8	A9	-1
7561	a,Papuma\0	a,Trader\0	9C	E8	A9	-1
7562	a,Grookin\0	a,Warehouse Keeper\0	9C	E8	A9	-1
7563	a,Imantu\0	a,Warehouse Freightman\0	9C	E8	A9	-1
7564	a,Sumari\0	a,Blacksmith\0	9C	E8	A9	-1
7565	a,Kakai\0	a,Flame Lord\0	9C	E8	A9	-1
7566	a,Varkees\0	a,Atuba Chief \0	9C	E8	A9	-1
7567	a,Tantus\0	a,Neruga Chief \0	9C	E8	A9	-1
7568	a,Hatos\0	a,Urutu Chief\0	9C	E8	A9	-1
7569	a,Brukurse\0	a,Prefect\0	9C	E8	A9	-1
7570	a,Karukia\0	a,Prefect\0	9C	E8	A9	-1
7571	a,Tanapi\0	a,Seer\0	9C	E8	A9	-1
7572	a,Livina\0	a,Seer\0	9C	E8	A9	-1
7573	a,Vulkus\0	a,Flame Guardian \0	9C	E8	A9	-1
7574	a,Trash\0	a,	9C	E8	A9	-1
7575	a,Newbie Helper\0	a,	9C	E8	A9	-1
7576	a,Tamil\0	a,Gatekeeper\0	9C	E8	A9	-1
7577	a,Rukain\0	a,Praetorian\0	9C	E8	A9	-1
7578	a,Nakusin\0	a,Centurion\0	9C	E8	A9	-1
7579	a,Tamai\0	a,Centurion\0	9C	E8	A9	-1
7580	a,Parugon\0	a,Centurion\0	9C	E8	A9	-1
7581	a,Orinak\0	a,Centurion\0	9C	E8	A9	-1
7582	a,Tiku\0	a,Centurion\0	9C	E8	A9	-1
7583	a,Petukai\0	a,Centurion\0	9C	E8	A9	-1
7584	a,Vapook\0	a,Centurion\0	9C	E8	A9	-1
7585	a,Tataru Zu Hestui\0	a,	9C	E8	A9	-1
7586	a,Anai Zu Neruga\0	a,	9C	E8	A9	-1
7587	a,Gantaki Zu Urutu\0	a,	9C	E8	A9	-1
7588	a,Takia Zu Duda-Mara\0	a,	9C	E8	A9	-1
7589	a,Kazkin Zu Gandi\0	a,	9C	E8	A9	-1
7590	a,Rosheek\0	a,Khavatari \0	9C	E8	A9	-1
7591	a,Toruku\0	a,Khavatari \0	9C	E8	A9	-1
7592	a,Hestui Totem Spirit\0	a,	9C	E8	A9	-1
7593	a,Duda-Mara Totem Spirit\0	a,	9C	E8	A9	-1
7594	a,Ranspo\0	a,Warehouse Chief \0	9C	E8	A9	-1
7595	a,Opix\0	a,Head Blacksmith\0	9C	E8	A9	-1
7596	a,Harkel\0	a,Partisan Doorman\0	9C	E8	A9	-1
7597	a,Piotur\0	a,	9C	E8	A9	-1
7598	a,Newbie Guide\0	a,	9C	E8	A9	-1
7599	a,Newbie Guide\0	a,	9C	E8	A9	-1
7600	a,Newbie Guide\0	a,	9C	E8	A9	-1
7601	a,Newbie Guide\0	a,	9C	E8	A9	-1
7602	a,Newbie Guide\0	a,	9C	E8	A9	-1
7603	a,trash\0	a,	9C	E8	A9	-1
7604	a,trash\0	a,	9C	E8	A9	-1
7605	a,Temporary Teleporter\0	a,	9C	E8	A9	-1
7606	a,trash\0	a,	9C	E8	A9	-1
7607	a,trash\0	a,	9C	E8	A9	-1
7608	a,Maria\0	a,	9C	E8	A9	-1
7609	a,Creta\0	a,Astrologer\0	9C	E8	A9	-1
7610	a,Cronos\0	a,Wiseman\0	9C	E8	A9	-1
7611	a,Triff\0	a,Drunkard\0	9C	E8	A9	-1
7612	a,Casian\0	a,Wiseman\0	9C	E8	A9	-1
7613	a,Alders Spirit\0	a,	9C	E8	A9	-1
7614	a,Metheus\0	a,Brother\0	9C	E8	A9	-1
7615	a,Voltar\0	a,Breka Chief\0	9C	E8	A9	-1
7616	a,Kepra\0	a,Enku Chief\0	9C	E8	A9	-1
7617	a,Burai\0	a,Turek Chief\0	9C	E8	A9	-1
7618	a,Harak\0	a,Leunt Chief\0	9C	E8	A9	-1
7619	a,Driko\0	a,Vuku Chief\0	9C	E8	A9	-1
7620	a,Emily\0	a,	9C	E8	A9	-1
7621	a,Nikola\0	a,Maestro\0	9C	E8	A9	-1
7622	a,Box Of Titan\0	a,	9C	E8	A9	-1
7623	a,Kaien\0	a,Duelist\0	9C	E8	A9	-1
7624	a,Ascalon\0	a,Veteran\0	9C	E8	A9	-1
7625	a,Mason\0	a,	9C	E8	A9	-1
7626	a,Hamil\0	a,Sagittarius\0	9C	E8	A9	-1
7627	a,Tree\0	a,	9C	E8	A9	-1
7628	a,Strong Wooden Chest\0	a,	9C	E8	A9	-1
7629	a,Rukal\0	a,Bard\0	9C	E8	A9	-1
7630	a,Orim of the Shadow\0	a,	9C	E8	A9	-1
7631	a,Roderik\0	a,Warden\0	9C	E8	A9	-1
7632	a,Endrigo\0	a,Warden\0	9C	E8	A9	-1
7633	a,Evert\0	a,Fisher\0	9C	E8	A9	-1
7634	a,Galatea\0	a,High Summoner\0	9C	E8	A9	-1
7635	a,Almors\0	a,Summoner\0	9C	E8	A9	-1
7636	a,Camoniell\0	a,Summoner\0	9C	E8	A9	-1
7637	a,Belthus\0	a,Summoner\0	9C	E8	A9	-1
7638	a,Basilla\0	a,Summoner\0	9C	E8	A9	-1
7639	a,Celestiel\0	a,Summoner\0	9C	E8	A9	-1
7640	a,Brynthea\0	a,Summoner\0	9C	E8	A9	-1
7641	a,Takuna\0	a,Duda-Mara Chief\0	9C	E8	A9	-1
7642	a,Chianta\0	a,Gandi Chief\0	9C	E8	A9	-1
7643	a,First Orc\0	a,	9C	E8	A9	-1
7644	a,Kash\0	a,	9C	E8	A9	-1
7645	a,Martien\0	a,	9C	E8	A9	-1
7646	a,Raldo\0	a,Champion\0	9C	E8	A9	-1
7647	a,Chest Of Shyslassys\0	a,	9C	E8	A9	-1
7648	a,Santiago\0	a,Hermit\0	9C	E8	A9	-1
7649	a,Ancestor Martankus\0	a,	9C	E8	A9	-1
7650	a,Gerald\0	a,Priest of the Earth\0	9C	E8	A9	-1
7651	a,Dorf\0	a,Wanderer\0	9C	E8	A9	-1
7652	a,Uruha\0	a,	9C	E8	A9	-1
7653	a,Sir Aron Tanford\0	a,	9C	E8	A9	-1
7654	a,Sir Kiel Nighthawk\0	a,	9C	E8	A9	-1
7655	a,Isael Silvershadow\0	a,	9C	E8	A9	-1
7656	a,Spirit Of Sir Talianus\0	a,	9C	E8	A9	-1
7657	a,Seresin\0	a,Cardinal \0	9C	E8	A9	-1
7658	a,Gupu\0	a,Father\0	9C	E8	A9	-1
7659	a,Orphan Girl\0	a,	9C	E8	A9	-1
7660	a,Windy Shaoring\0	a,	9C	E8	A9	-1
7661	a,Mysterious Dark Elf\0	a,	9C	E8	A9	-1
7662	a,Piper Longbow\0	a,	9C	E8	A9	-1
7663	a,Slein Shining Blade\0	a,	9C	E8	A9	-1
7664	a,Kein Flying Knife\0	a,	9C	E8	A9	-1
7665	a,Kristina\0	a,Saint\0	9C	E8	A9	-1
7666	a,Sla\0	a,Preacher\0	9C	E8	A9	-1
7667	a,Ramus\0	a,	9C	E8	A9	-1
7668	a,Katari\0	a,	9C	E8	A9	-1
7669	a,Kakan\0	a,	9C	E8	A9	-1
7670	a,Nyakuri\0	a,	9C	E8	A9	-1
7671	a,Croto\0	a,Chief\0	9C	E8	A9	-1
7672	a,Dubabah\0	a,Jailer\0	9C	E8	A9	-1
7673	a,Lorain\0	a,Researcher\0	9C	E8	A9	-1
7674	a,Daurin Hammercrush\0	a,	9C	E8	A9	-1
7675	a,Corpse Of Kamur\0	a,	9C	E8	A9	-1
7676	a,Croop\0	a,Warehouse Chief \0	9C	E8	A9	-1
7677	a,Flutter\0	a,Head Blacksmith\0	9C	E8	A9	-1
7678	a,Helton\0	a,Blacksmith\0	9C	E8	A9	-1
7679	a,Roameria\0	a,Master\0	9C	E8	A9	-1
7680	a,Egnos\0	a,Priest\0	9C	E8	A9	-1
7681	a,Karia\0	a,High Prefect \0	9C	E8	A9	-1
7682	a,Pekiron\0	a,Seer\0	9C	E8	A9	-1
7683	a,Daunt\0	a,Prefect\0	9C	E8	A9	-1
7684	a,Viktor\0	a,Trader\0	9C	E8	A9	-1
7685	a,Baxt\0	a,Warehouse Chief \0	9C	E8	A9	-1
7686	a,Silva\0	a,Warehouse Freightman\0	9C	E8	A9	-1
7687	a,Vergara\0	a,Head Blacksmith\0	9C	E8	A9	-1
7688	a,Duning\0	a,Blacksmith\0	9C	E8	A9	-1
7689	a,Siria\0	a,Grand Master\0	9C	E8	A9	-1
7690	a,Luther\0	a,Master\0	9C	E8	A9	-1
7691	a,Aren Atebalt\0	a,Master\0	9C	E8	A9	-1
7692	a,Stedmiel\0	a,Master\0	9C	E8	A9	-1
7693	a,Queenien\0	a,Master\0	9C	E8	A9	-1
7694	a,Scraide\0	a,Grand Magister\0	9C	E8	A9	-1
7695	a,Moses\0	a,Magister\0	9C	E8	A9	-1
7696	a,Page\0	a,Magister\0	9C	E8	A9	-1
7697	a,Videlrien\0	a,Magister\0	9C	E8	A9	-1
7698	a,Evelyn\0	a,Magister\0	9C	E8	A9	-1
7699	a,Medown\0	a,Grand Master\0	9C	E8	A9	-1
7700	a,Prestan\0	a,Master\0	9C	E8	A9	-1
7701	a,Errickin\0	a,Magister\0	9C	E8	A9	-1
7702	a,Bernard\0	a,Guild President\0	9C	E8	A9	-1
7703	a,Colin\0	a,Guild President\0	9C	E8	A9	-1
7704	a,Garvarentz\0	a,High Prefect \0	9C	E8	A9	-1
7705	a,Chakiris\0	a,Prefect\0	9C	E8	A9	-1
7706	a,Lazenby\0	a,Seer\0	9C	E8	A9	-1
7707	a,Raigen\0	a,Captain\0	9C	E8	A9	-1
7708	a,Nasign\0	a,Guard\0	9C	E8	A9	-1
7709	a,Norton\0	a,Guard\0	9C	E8	A9	-1
7710	a,Weston\0	a,Guard\0	9C	E8	A9	-1
7711	a,Byron\0	a,Guard\0	9C	E8	A9	-1
7712	a,Makhis\0	a,Guard\0	9C	E8	A9	-1
7713	a,Gardner\0	a,Guard\0	9C	E8	A9	-1
7714	a,Paros\0	a,Guard\0	9C	E8	A9	-1
7715	a,Marina\0	a,Magister\0	9C	E8	A9	-1
7716	a,Cecile\0	a,Gatekeeper\0	9C	E8	A9	-1
7717	a,Gauen\0	a,Magister\0	9C	E8	A9	-1
7718	a,Joan\0	a,Magister\0	9C	E8	A9	-1
7719	a,Mariell\0	a,Gatekeeper\0	9C	E8	A9	-1
7720	a,Kaiena\0	a,Magister\0	9C	E8	A9	-1
7721	a,Ladd\0	a,Magister\0	9C	E8	A9	-1
7722	a,Merian\0	a,Gatekeeper\0	9C	E8	A9	-1
7723	a,Roy\0	a,Captain\0	9C	E8	A9	-1
7724	a,Tavillian\0	a,Guard\0	9C	E8	A9	-1
7725	a,Yening\0	a,Guard\0	9C	E8	A9	-1
7726	a,Tebose\0	a,Guard\0	9C	E8	A9	-1
7727	a,Verona\0	a,Gatekeeper\0	9C	E8	A9	-1
7728	a,Leirynn\0	a,Militiaman\0	9C	E8	A9	-1
7729	a,Borys\0	a,Drunkard\0	9C	E8	A9	-1
7730	a,Jax\0	a,Bodyguard\0	9C	E8	A9	-1
7731	a,Martin\0	a,Pet Manager\0	9C	E8	A9	-1
7732	a,Ol Mahum Pilgrim\0	a,	9C	E8	A9	-1
7733	a,Guard\0	a,	9C	E8	A9	-1
7734	a,Supply Box On Wharf\0	a,	9C	E8	A9	-1
7735	a,Sophya\0	a,Mercenary Captain\0	9C	E8	A9	-1
7736	a,Redfoot\0	a,Mercenary\0	9C	E8	A9	-1
7737	a,Morgan\0	a,Guildsman\0	9C	E8	A9	-1
7738	a,Matild\0	a,Alchemist\0	9C	E8	A9	-1
7739	a,Keltir\0	a,Royal Servant \0	9C	E8	A9	-1
7740	a,Toad\0	a,Royal Servant \0	9C	E8	A9	-1
7741	a,Rabbit\0	a,Royal Servant \0	9C	E8	A9	-1
7742	a,Rupina\0	a,Fairy of Love\0	9C	E8	A9	-1
7743	a,Wisdom Chest\0	a,	9C	E8	A9	-1
7744	a,Grey\0	a,Guild Member\0	9C	E8	A9	-1
7745	a,Tor\0	a,Guild Member\0	9C	E8	A9	-1
7746	a,Cybellin\0	a,	9C	E8	A9	-1
7747	a,Mymyu\0	a,Fairy\0	9C	E8	A9	-1
7748	a,Exarion\0	a,Drake\0	9C	E8	A9	-1
7749	a,Zwov\0	a,Drake\0	9C	E8	A9	-1
7750	a,Kalibran\0	a,Drake\0	9C	E8	A9	-1
7751	a,Suzet\0	a,Wyrm\0	9C	E8	A9	-1
7752	a,Shamhai\0	a,Wyrm\0	9C	E8	A9	-1
7753	a,Gabrielle\0	a,	9C	E8	A9	-1
7754	a,Gilmore\0	a,Antharas Watchman\0	9C	E8	A9	-1
7755	a,Theodric\0	a,Antharas Watchman\0	9C	E8	A9	-1
7756	a,Sir Kristof Rodemai\0	a,	9C	E8	A9	-1
7757	a,Statue Of Offering\0	a,	9C	E8	A9	-1
7758	a,Athrea\0	a,Witch\0	9C	E8	A9	-1
7759	a,Kalis\0	a,Witch\0	9C	E8	A9	-1
7760	a,Sir Gustaf Athebaldt\0	a,	9C	E8	A9	-1
7761	a,Corpse Of Fritz\0	a,	9C	E8	A9	-1
7762	a,Corpse Of Lutz\0	a,	9C	E8	A9	-1
7763	a,Corpse Of Kurtz\0	a,	9C	E8	A9	-1
7764	a,Balthazar\0	a,	9C	E8	A9	-1
7765	a,Imperial Coffer\0	a,	9C	E8	A9	-1
7766	a,Cleo\0	a,Witch\0	9C	E8	A9	-1
7767	a,Auctioneer\0	a,	9C	E8	A9	-1
7768	a,Auctioneer\0	a,	9C	E8	A9	-1
7769	a,Auctioneer\0	a,	9C	E8	A9	-1
7770	a,Auctioneer\0	a,	9C	E8	A9	-1
7771	a,Auctioneer\0	a,	9C	E8	A9	-1
7772	a,Wilson\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
7773	a,Todd\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
7774	a,Ruben\0	a,	9C	E8	A9	-1
7775	a,Luce\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
7776	a,Horner\0	a,	9C	E8	A9	-1
7777	a,Amiel\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
7778	a,Bremmer\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
7779	a,Faolan\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
7780	a,Callum\0	a,	9C	E8	A9	-1
7781	a,Kogan\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
7782	a,Winker\0	a,	9C	E8	A9	-1
7783	a,Merton\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
7784	a,Black\0	a,	9C	E8	A9	-1
7785	a,Renny\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
7786	a,Dillon\0	a,	9C	E8	A9	-1
7787	a,Latif\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
7788	a,Boyer\0	a,	9C	E8	A9	-1
7789	a,Baback\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
7790	a,Tim\0	a,	9C	E8	A9	-1
7791	a,Loring\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
7792	a,Lowell\0	a,	9C	E8	A9	-1
7793	a,Paranos\0	a,	9C	E8	A9	-1
7794	a,Klingel\0	a,	9C	E8	A9	-1
7795	a,Keffer\0	a,	9C	E8	A9	-1
7796	a,Sand\0	a,	9C	E8	A9	-1
7797	a,Teters\0	a,	9C	E8	A9	-1
7798	a,Seth\0	a,	9C	E8	A9	-1
7799	a,Jabilo\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
7800	a,Ron\0	a,	9C	E8	A9	-1
7801	a,Borna\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
7802	a,Flynn\0	a,	9C	E8	A9	-1
7803	a,Jamal\0	a,Clan Hall Gatekeeper\0	9C	E8	A9	-1
7804	a,Watkins\0	a,	9C	E8	A9	-1
7805	a,Cohen\0	a,	9C	E8	A9	-1
7806	a,Bint\0	a,	9C	E8	A9	-1
7807	a,Bourdon\0	a,	9C	E8	A9	-1
7808	a,Pery\0	a,	9C	E8	A9	-1
7809	a,Gampert\0	a,	9C	E8	A9	-1
7810	a,Gonti\0	a,	9C	E8	A9	-1
7811	a,Baraha\0	a,	9C	E8	A9	-1
7812	a,Vanhal\0	a,	9C	E8	A9	-1
7813	a,Dan\0	a,	9C	E8	A9	-1
7814	a,Briggs\0	a,	9C	E8	A9	-1
7815	a,Stegmann\0	a,	9C	E8	A9	-1
7816	a,Randolph\0	a,	9C	E8	A9	-1
7817	a,Trotter\0	a,	9C	E8	A9	-1
7818	a,Veder\0	a,	9C	E8	A9	-1
7819	a,Danas\0	a,	9C	E8	A9	-1
7820	a,Corey\0	a,	9C	E8	A9	-1
7821	a,Barney\0	a,	9C	E8	A9	-1
7822	a,Krett\0	a,	9C	E8	A9	-1
7823	a,Tairee\0	a,	9C	E8	A9	-1
7824	a,Tanner\0	a,	9C	E8	A9	-1
7825	a,Cresson\0	a,	9C	E8	A9	-1
7826	a,Crothers\0	a,	9C	E8	A9	-1
7827	a,Lundy\0	a,Pet Manager \0	9C	E8	A9	-1
7828	a,Waters\0	a,Pet Manager \0	9C	E8	A9	-1
7829	a,Cooper\0	a,Pet Manager \0	9C	E8	A9	-1
7830	a,Joey\0	a,Pet Manager \0	9C	E8	A9	-1
7831	a,Nelson\0	a,Pet Manager \0	9C	E8	A9	-1
7832	a,Hardin\0	a,	9C	E8	A9	-1
7833	a,Kaspar\0	a,Magister\0	9C	E8	A9	-1
7834	a,Cema\0	a,Magic Trader\0	9C	E8	A9	-1
7835	a,Icarus\0	a,Lich King\0	9C	E8	A9	-1
7836	a,Minerva\0	a,Gatekeeper\0	9C	E8	A9	-1
7837	a,Woodrow\0	a,Trader\0	9C	E8	A9	-1
7838	a,Woodley\0	a,Trader\0	9C	E8	A9	-1
7839	a,Holly\0	a,Trader\0	9C	E8	A9	-1
7840	a,Lorenzo\0	a,Trader\0	9C	E8	A9	-1
7841	a,Carson\0	a,Trader\0	9C	E8	A9	-1
7842	a,Alexis\0	a,Trader\0	9C	E8	A9	-1
7843	a,Romp\0	a,Warehouse Freightman\0	9C	E8	A9	-1
7844	a,Walderal\0	a,Warehouse Keeper\0	9C	E8	A9	-1
7845	a,Klump\0	a,Warehouse Chief \0	9C	E8	A9	-1
7846	a,Wilbert\0	a,Blacksmith\0	9C	E8	A9	-1
7847	a,Ferris\0	a,Head Blacksmith\0	9C	E8	A9	-1
7848	a,Elisa\0	a,Gatekeeper\0	9C	E8	A9	-1
7849	a,Sedrick\0	a,Grand Master\0	9C	E8	A9	-1
7850	a,Aiken\0	a,Master\0	9C	E8	A9	-1
7851	a,Kendra\0	a,Master\0	9C	E8	A9	-1
7852	a,Sinden\0	a,Master\0	9C	E8	A9	-1
7853	a,Raien\0	a,Master\0	9C	E8	A9	-1
7854	a,Drikiyan\0	a,Grand Magister\0	9C	E8	A9	-1
7855	a,Desmond\0	a,Magister\0	9C	E8	A9	-1
7856	a,Winonin\0	a,Magister\0	9C	E8	A9	-1
7857	a,Orven\0	a,High Priest\0	9C	E8	A9	-1
7858	a,Ross\0	a,Priest\0	9C	E8	A9	-1
7859	a,Vevina\0	a,Priestess\0	9C	E8	A9	-1
7860	a,Flownia\0	a,Priestess\0	9C	E8	A9	-1
7861	a,Linette\0	a,Priestess\0	9C	E8	A9	-1
7862	a,Oltlin\0	a,Grand Master\0	9C	E8	A9	-1
7863	a,Ghest\0	a,Master\0	9C	E8	A9	-1
7864	a,Hanellin\0	a,Magister\0	9C	E8	A9	-1
7865	a,Ladanza\0	a,High Prefect \0	9C	E8	A9	-1
7866	a,Marestella\0	a,Prefect\0	9C	E8	A9	-1
7867	a,Reva\0	a,Seer\0	9C	E8	A9	-1
7868	a,Sir Eric Rodemai\0	a,	9C	E8	A9	-1
7869	a,Lemper\0	a,Pet Manager\0	9C	E8	A9	-1
7870	a,Kurtiz\0	a,Captain\0	9C	E8	A9	-1
7871	a,Bret\0	a,Guard\0	9C	E8	A9	-1
7872	a,Conroy\0	a,Guard\0	9C	E8	A9	-1
7873	a,Coleman\0	a,Guard\0	9C	E8	A9	-1
7874	a,Aldis\0	a,Guard\0	9C	E8	A9	-1
7875	a,Carlton\0	a,Guard\0	9C	E8	A9	-1
7876	a,Eastan\0	a,Guard\0	9C	E8	A9	-1
7877	a,Grayson\0	a,Guard\0	9C	E8	A9	-1
7878	a,Angelina\0	a,Gatekeeper\0	9C	E8	A9	-1
7879	a,Felton\0	a,Wharf Manager\0	9C	E8	A9	-1
7880	a,Viktor Van Dake\0	a,Border Outpost Captain\0	9C	E8	A9	-1
7881	a,Sanders\0	a,Border Outpost Secretary\0	9C	E8	A9	-1
7882	a,Frontier Guard\0	a,	9C	E8	A9	-1
7883	a,Frontier Guard\0	a,	9C	E8	A9	-1
7884	a,Frontier Guard\0	a,	9C	E8	A9	-1
7885	a,Frontier Guard\0	a,	9C	E8	A9	-1
7886	a,Frontier Guard\0	a,	9C	E8	A9	-1
7887	a,Frontier Guard\0	a,	9C	E8	A9	-1
