id	UNK_0	message	group	rgb[0]	rgb[1]	rgb[2]	UNK_1	item_sound	sys_msg_ref
909	1	u,Текущие очки рассы Dwarven , $s1.\0	0	79	9B	B0	-1	a,	a,
910	1	u,Ваше месторасположение : $s1, $s2, $s3 (Рядом с Talking Island Village)\0	0	79	9B	B0	-1	a,	a,
911	1	u,Ваше месторасположение : $s1, $s2, $s3 (Рядом с Gludin Village)\0	0	79	9B	B0	-1	a,	a,
912	1	u,Ваше месторасположение : $s1, $s2, $s3 (Рядом с Gludio Castle Town)\0	0	79	9B	B0	-1	a,	a,
913	1	u,Ваше месторасположение : $s1, $s2, $s3 (Рядом с the Neutral Zone)\0	0	79	9B	B0	-1	a,	a,
914	1	u,Ваше месторасположение : $s1, $s2, $s3 (Рядом с Elven Village)\0	0	79	9B	B0	-1	a,	a,
915	1	u,Ваше месторасположение : $s1, $s2, $s3 (Рядом с Dark Elven Village)\0	0	79	9B	B0	-1	a,	a,
916	1	u,Ваше месторасположение : $s1, $s2, $s3 (Рядом с Dion Castle Town)\0	0	79	9B	B0	-1	a,	a,
917	1	u,Ваше месторасположение : $s1, $s2, $s3 (Рядом с Floran Village)\0	0	79	9B	B0	-1	a,	a,
918	1	u,Ваше месторасположение : $s1, $s2, $s3 (Рядом с Giran Castle Town)\0	0	79	9B	B0	-1	a,	a,
919	1	u,Ваше месторасположение : $s1, $s2, $s3 (Рядом с Giran Harbor)\0	0	79	9B	B0	-1	a,	a,
920	1	u,Ваше месторасположение : $s1, $s2, $s3 (Рядом с Orc Village)\0	0	79	9B	B0	-1	a,	a,
921	1	u,Ваше месторасположение : $s1, $s2, $s3 (Рядом с Dwarven Village)\0	0	79	9B	B0	-1	a,	a,
922	1	u,Ваше месторасположение : $s1, $s2, $s3 (Рядом с the town of Oren)\0	0	79	9B	B0	-1	a,	a,
923	1	u,Ваше месторасположение : $s1, $s2, $s3 (Рядом с Hunters Village)\0	0	79	9B	B0	-1	a,	a,
924	1	u,Ваше месторасположение : $s1, $s2, $s3 (Рядом с Aden Castle Town)\0	0	79	9B	B0	-1	a,	a,
925	1	u,Ваше месторасположение : $s1, $s2, $s3 (Рядом с Колизеем)\0	0	79	9B	B0	-1	a,	a,
926	1	u,Ваше месторасположение : $s1, $s2, $s3 (Рядом с Heine)\0	0	79	9B	B0	-1	a,	a,
927	1	u,Текущее время: $s1:$s2 , день.\0	0	79	9B	B0	-1	a,	a,
928	1	u,Текущее время: $s1:$s2 , ночь.\0	0	79	9B	B0	-1	a,	a,
929	1	u,За изделия фермы не выдаются компенсации.\0	0	79	9B	B0	-1	a,	a,
930	1	u,Лотерейные билеты в данный момент не продаются.\0	0	83	83	FF	-1	a,	a,SystemMsg_k.930\0
931	1	u,Выигрышный номер еще не опубликован.\0	0	79	9B	B0	-1	a,	a,SystemMsg_k.931\0
932	1	u,Вы не можете общаться в момент обзора.\0	0	79	9B	B0	-1	a,	a,
933	1	u,Цена семян сильно отличается от их номинальной стоимости.\0	0	79	9B	B0	-1	a,	a,
934	1	u,Этот рецепт удален.\0	0	83	83	FF	-1	a,	a,
935	1	u,Недостаточное количество, поэтому Manor не действует.\0	4	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
936	1	u,Использовать $s1.\0	7	79	9B	B0	-1	a,	a,
937	1	u,Подготовка к частной мастерской.\0	0	79	9B	B0	-1	a,	a,
938	1	u,Сервер сообщества временно недоступен.\0	4	79	9B	B0	-1	a,	a,
939	1	u,Вы не можете совершать обмен при блокировке.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
940	1	u,$s1 блокирует все.\0	0	79	9B	B0	-1	a,	a,
941	1	u,Сброс в Talking Island Village.\0	0	79	9B	B0	-1	a,	a,
942	1	u,Сброс в Gludin Village.\0	0	79	9B	B0	-1	a,	a,
943	1	u,Сброс в Gludin Castle Town.\0	0	79	9B	B0	-1	a,	a,
944	1	u,Сброс в the Neutral Zone.\0	0	79	9B	B0	-1	a,	a,
945	1	u,Сброс в Elven Village.\0	0	79	9B	B0	-1	a,	a,
946	1	u,Сброс в Dark Elven Village.\0	0	79	9B	B0	-1	a,	a,
947	1	u,Сброс в Dion Castle Town.\0	0	79	9B	B0	-1	a,	a,
948	1	u,Сброс в Floran Village.\0	0	79	9B	B0	-1	a,	a,
949	1	u,Сброс в Giran Castle Town.\0	0	79	9B	B0	-1	a,	a,
950	1	u,Сброс в Giran Harbor.\0	0	79	9B	B0	-1	a,	a,
951	1	u,Сброс в Orc Village.\0	0	79	9B	B0	-1	a,	a,
952	1	u,Сброс в Dwarven Village.\0	0	79	9B	B0	-1	a,	a,
953	1	u,Сброс в the town of Oren.\0	0	79	9B	B0	-1	a,	a,
954	1	u,Сброс в Hunters Village.\0	0	79	9B	B0	-1	a,	a,
955	1	u,Сброс в Aden Castle Town.\0	0	79	9B	B0	-1	a,	a,
956	1	u,Сброс в the Coliseum.\0	0	79	9B	B0	-1	a,	a,
957	1	u,Сброс в Heine.\0	0	79	9B	B0	-1	a,	a,
958	1	u,Предметы не могут быть выброшены/уничтожены в момент продажи или создания.\0	0	83	83	FF	-1	a,ItemSound3.sys_shortage\0	a,
959	1	u,$s1 (*$s2) успешно собран и создан.\0	0	79	9B	B0	-1	a,ItemSound3.sys_make_success\0	a,
960	1	u,Не удалось создать $s1.\0	0	79	9B	B0	-1	a,ItemSound3.sys_make_fail\0	a,
961	1	u,Полная блокировка включена.\0	0	79	9B	B0	-1	a,	a,
962	1	u,Полная блокировка выключена.\0	0	79	9B	B0	-1	a,	a,
963	1	u,Пожалуйста, назначьте производственную цену. \0	0	79	9B	B0	-1	a,	a,
964	1	u,Общение запрещено в течение одной минуты.\0	0	79	9B	B0	-1	a,ItemSound3.sys_chat_prohibition\0	a,SystemMsg_k.964\0
965	1	u,Общение в чате разрешено.\0	0	79	9B	B0	-1	a,ItemSound3.sys_chat_permission\0	a,SystemMsg_k.965\0
966	1	u,Общение в чате запрещено. Если вы будете пытаться общаться до тех пор, пока  запрещение не будет отменено, время запрета чата будет увеличено.\0	0	79	9B	B0	-1	a,ItemSound3.sys_chat_prohibition\0	a,SystemMsg_k.966\0
967	1	u,Вы вступаете в группу $s1? (Распределение вещей: Случайный лут и споил)\0	4	79	9B	B0	-1	a,ItemSound3.sys_party_invite\0	a,
968	1	u,Вы вступаете в группу $s1? (Распределение вещей: По очереди)\0	4	79	9B	B0	-1	a,ItemSound3.sys_party_invite\0	a,
969	1	u,Вы вступаете в группу $s1? (Распределение вещей: По очереди, включая споил)\0	4	79	9B	B0	-1	a,ItemSound3.sys_party_invite\0	a,
970	1	u,Мана $s2 была высосана магией $s1.\0	0	79	9B	B0	-1	a,	a,
971	1	u,Петиции не могут быть длиннее 255 знаков.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
972	1	u,Животные не могут использовать данный предмет.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
973	1	u,Пожалуйста введите число.\0	4	79	9B	B0	-1	a,	a,
974	1	u,Кристалл удачно поглотил душу.\0	0	79	9B	B0	-1	a,ItemSound3.sys_enchant_success\0	a,
975	1	u,Кристалл не смог поглотить душу.\0	0	79	9B	B0	-1	a,ItemSound3.sys_failed\0	a,
976	1	u,Кристалл сломался так как не смог выдержать душевную энергию.\0	0	79	9B	B0	-1	a,ItemSound3.sys_enchant_failed\0	a,
977	1	u,Кристаллы резонировали и смогли поглотить душу.\0	0	79	9B	B0	-1	a,ItemSound3.sys_failed\0	a,
978	1	u,Кристалл отказался поглащать душу.\0	0	79	9B	B0	-1	a,ItemSound3.sys_denial\0	a,
979	1	u,Вы прибыли на Talking Island.\0	0	79	9B	B0	-1	a,	a,
980	1	u,Отправляемся в Gludin через 10 минут.\0	0	79	9B	B0	-1	a,	a,
981	1	u,Отправляемся в Gludin через 5 минут.\0	0	79	9B	B0	-1	a,	a,
982	1	u,Отправляемся в Gludin через 1 минуту.\0	0	79	9B	B0	-1	a,	a,
983	1	u,Поторопитесь, мы отплываем.\0	0	79	9B	B0	-1	a,	a,
984	1	u,Скоро отправляемся в Gludin.\0	0	79	9B	B0	-1	a,	a,
985	1	u,Отправляемся в Gludin.\0	0	79	9B	B0	-1	a,	a,
986	1	u,Корабль прибыл в Gludin.\0	0	79	9B	B0	-1	a,	a,
987	1	u,Отправляемся на Talking Island через 10 минут.\0	0	79	9B	B0	-1	a,	a,
988	1	u,Отправляемся на Talking Island через 5 минут.\0	0	79	9B	B0	-1	a,	a,
989	1	u,Отправляемся на Talking Island через 1 минуту.\0	0	79	9B	B0	-1	a,	a,
990	1	u,Скоро отправляемся на Talking Island.\0	0	79	9B	B0	-1	a,	a,
991	1	u,Корабль отплывает на Talking Island.\0	0	79	9B	B0	-1	a,	a,
992	1	u,Вы прибыли в Giran.\0	0	79	9B	B0	-1	a,	a,
993	1	u,Отправляемся в Giran через 10 минут.\0	0	79	9B	B0	-1	a,	a,
994	1	u,Отправляемся в Giran через 5 минут.\0	0	79	9B	B0	-1	a,	a,
995	1	u,Отправляемся в Giran через 1 минуту.\0	0	79	9B	B0	-1	a,	a,
996	1	u,Отправляемся в Giran.\0	0	79	9B	B0	-1	a,	a,
997	1	u,Корабль прибыл в Giran.\0	0	79	9B	B0	-1	a,	a,
998	1	u,Отправление круиза Innadril через 10 минут.\0	0	79	9B	B0	-1	a,	a,
999	1	u,Отправление круиза Innadril через 5 минут.\0	0	79	9B	B0	-1	a,	a,
1000	1	u,Отправление круиза Innadril через 1 минуту.\0	0	79	9B	B0	-1	a,	a,
1001	1	u,Круиз Innadril скоро отправляется.\0	0	79	9B	B0	-1	a,	a,
1002	1	u,Круиз Innadril отправляется.\0	0	79	9B	B0	-1	a,	a,
1003	1	u,Невозможно оформить биллет на гонку.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1004	1	u,Вы были зарегистрированы на аукцион клановых домов.\0	0	79	9B	B0	-1	a,	a,
1005	1	u,Недостаточно аден в клановом хранилище.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1006	1	u,Вы сделали ставку на аукционе.\0	0	79	9B	B0	-1	a,	a,
1007	1	u,Регистрация на предварительные состязания $s1 окончена.\0	0	79	9B	B0	-1	a,	a,
1008	1	u,Нельзя оседлать голодного страйдера.\0	0	79	9B	B0	-1	a,	a,
1009	1	u,Нельзя ездить на страйдере в мертвом состоянии.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1010	1	u,Нельзя ездить на мертвом страйдере.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1011	1	u,Страйдер, находится в битве и не может быть оседлан.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1012	1	u,Нельзя ездить на страйдере во время боя.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1013	1	u,Страйдер может быть оседлан только в стоячем положении.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1014	1	u,Питомец получил $s1 очков опыта.\0	3	0	FF	FF	-1	a,	a,
1015	1	u,Питомец нанес $s1 урона.\0	3	FC	BB	AC	-1	a,	a,
1016	1	u,Питомец получил $s2 урона от $s1.\0	3	83	83	FF	-1	a,	a,
1017	1	u,Питомец нанес критический удар!\0	1	79	9B	B0	-1	a,	a,
1018	1	u,Питомец использовал $s1.\0	0	79	9B	B0	-1	a,	a,
1019	1	u,Питомец использовал $s1.\0	7	79	9B	B0	-1	a,	a,
1020	1	u,Питомец получил $s1.\0	0	79	9B	B0	-1	a,	a,
1021	1	u,Питомец получил $s2 $s1.\0	0	79	9B	B0	-1	a,	a,
1022	1	u,Питомец получил +$s1 $s2.\0	0	79	9B	B0	-1	a,	a,
1023	1	u,Питомец получил $s1 адены.\0	0	79	9B	B0	-1	a,	a,
1024	1	u,Питомец одел $s1.\0	0	79	9B	B0	-1	a,	a,
1025	1	u,Питомец снял $s1.\0	0	79	9B	B0	-1	a,	a,
1026	1	u,Вызванное существо нанесло $s1 урона.\0	3	FC	BB	AC	-1	a,	a,
1027	1	u,Вызванное существо получило $s2 урона от $s1.\0	3	83	83	FF	-1	a,	a,
1028	1	u,Вызванное существо нанесло критический удар!\0	1	79	9B	B0	-1	a,	a,
1029	1	u,Вызванное существо использовало $s1.\0	0	79	9B	B0	-1	a,	a,
1030	1	u,<Информация о группе>\0	0	79	9B	B0	-1	a,	a,
1031	1	u,Лут: Нашедший оставляет себе\0	0	79	9B	B0	-1	a,	a,
1032	1	u,Лут: Случайный \0	0	79	9B	B0	-1	a,	a,
1033	1	u,Лут: Случайный включая споил\0	0	79	9B	B0	-1	a,	a,
1034	1	u,Лут: По очереди \0	0	79	9B	B0	-1	a,	a,
1035	1	u,Лут: По очереди включая споил\0	0	79	9B	B0	-1	a,	a,
1036	1	u,Вы превысили дозволенное количество.\0	0	79	9B	B0	-1	a,	a,
1037	1	u,$s1 создал $s2.\0	0	79	9B	B0	-1	a,ItemSound3.sys_make_success\0	a,
1038	1	u,$s1 создал $s3 $s2(s).\0	0	79	9B	B0	-1	a,ItemSound3.sys_make_success\0	a,
1039	1	u,Вещи, находящиеся на складе клана, могут быть взяты оттуда только клан лидером. Вы хотите продолжить?\0	4	79	9B	B0	-1	a,	a,
1040	1	u,Посылки могут быть приняты только на этом складе. Вы желаете продолжить?\0	4	79	9B	B0	-1	a,	a,
1041	1	u,Цена следующего семени , $s1 adena.\0	0	79	9B	B0	-1	a,	a,
1042	1	u,Цена следующих садовых товаров , $s1 adena.\0	0	79	9B	B0	-1	a,	a,
1043	1	u,В настоящее время команда "/unstuck" не работает. Пожалуйста обратитесь к GM.\0	0	79	9B	B0	-1	a,	a,
1044	1	u,Информация об окупаемости гонки не будет вывешена до тех пор, пока все билеты не будут проданы.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1045	1	u,В настоящее время гонка не готова.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1046	1	u,Билеты на гонку больше не действительны.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1047	1	u,У нас не получилось сделать $s1.\0	0	79	9B	B0	-1	a,ItemSound3.sys_make_fail\0	a,
1048	1	u,Личные сообщения не доступны в режиме полного блокирования.\0	0	79	9B	B0	-1	a,	a,
1049	1	u,Не возможно приглашать в группу в состоянии полного блокирования.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1050	1	u,В моем клане нет никаких сообществ. Сообщества разрешены для кланов с уровнем 2 или выше.\0	0	79	9B	B0	-1	a,	a,
1051	1	u,Оплата за клановый дом не была произведена. Пожалуйста положите завтра $s1 на склад вашего кланового дома.\0	4	79	9B	B0	-1	a,	a,
1052	1	u,Оплата кланового дома просрочена на неделю. Дом больше не является вашей собственностью.\0	4	79	9B	B0	-1	a,	a,
1053	1	u,Нельзя быть воскрешенным на поле боя во время осады.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1054	1	u,Вы ступили на землю которой овладевают мистические силы.\0	0	79	9B	B0	-1	a,	a,
1055	1	u,Вы покинули мистическую землю.\0	0	79	9B	B0	-1	a,	a,
1056	1	u,Вы превысили предел хранения adena в замке.\0	0	79	9B	B0	-1	a,	a,
1057	1	u,Это команда может быть использована только в relax сервере.\0	0	79	9B	B0	-1	a,	a,
1058	1	u,Товарооборот семян , $s1 adena.\0	0	79	9B	B0	-1	a,	a,
1059	1	u,Остаточная цена , $s1 adena.\0	0	79	9B	B0	-1	a,	a,
1060	1	u,Остаток после продажи семян , $s1.\0	0	79	9B	B0	-1	a,	a,
1061	1	u,Рецепт не может быть зарегистрирован. У вас нет способности создавать вещи.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1062	1	u,Написание чего,то нового возможно только после 10 уровня.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1063	1	u,Сервис Петиций недоступен.\0	4	79	9B	B0	-1	a,	a,SystemMsg_k.1063\0
1064	1	u,Экипировка +$s1 $s2 была снята.\0	0	83	83	FF	-1	a,	a,
1065	1	u,Во время работы собственной лавки или создания вещей, вы не можете выкидывать, ломать или передавать вещи.\0	0	79	9B	B0	-1	a,	a,
1066	1	u,Было восстановлено $s1 HP.\0	0	79	9B	B0	-1	a,	a,
1067	1	u,$s1 восстановил(а) вам $s2 HP\0	0	79	9B	B0	-1	a,	a,
1068	1	u,Было восстановлено $s1 MP\0	0	79	9B	B0	-1	a,	a,
1069	1	u,$s1 восстановил(а) вам $s2 MP\0	0	79	9B	B0	-1	a,	a,
1070	1	u,У вас нет прав на чтение.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1071	1	u,У вас нет прав на написание.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1072	1	u,Вы получили билет на гонку #$s1 , одиночный.\0	0	79	9B	B0	-1	a,	a,
1073	1	u,Вы получили билет на гонку #$s1 , двойной.\0	0	79	9B	B0	-1	a,	a,
1074	1	u,Вы не достигли определенного возраста, чтобы приобрести билет на гонку.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1075	1	u,Следующая ставка должна быть больше предыдущей.\0	0	79	9B	B0	-1	a,	a,
1076	1	u,Игра не может быть завершена.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1077	1	u,Ошибка защиты программы.\0	0	79	9B	B0	-1	a,	a,
1078	1	u,Если вы будете флудить , последует бан чата. Постарайтесь не печатать одинаковых фраз за короткий промежуток времени.\0	0	79	9B	B0	-1	a,	a,
1079	1	u,У персонажа в данный момент бан чата.\0	0	79	9B	B0	-1	a,	a,
1080	1	u,Вы действительно желаете использовать facelifting potion – Type A?\0	4	79	9B	B0	-1	a,	a,
1081	1	u,Вы действительно желаете использовать dye potion – Type A?\0	4	79	9B	B0	-1	a,	a,
1082	1	u,Вы действительно желаете использовать hair style change potion – Type A?\0	4	79	9B	B0	-1	a,	a,
1083	1	u,The facelifting potion , Type A было использовано.\0	0	79	9B	B0	-1	a,	a,
1084	1	u,The dye potion , Type A было использовано.\0	0	79	9B	B0	-1	a,	a,
1085	1	u,The hair style change potion , Type A is было использовано.\0	0	79	9B	B0	-1	a,	a,
1086	1	u,Внешность изменена.\0	0	79	9B	B0	-1	a,	a,
1087	1	u,Цвет волос изменен.\0	0	79	9B	B0	-1	a,	a,
1088	1	u,Прическа изменена.\0	0	79	9B	B0	-1	a,	a,
1089	1	u,$s1 получил первый ежегодный юбилейный предмет.\0	0	79	9B	B0	-1	a,	a,
1090	1	u,Вы действительно желаете использовать facelifting potion – Type B?\0	4	79	9B	B0	-1	a,	a,
1091	1	u,Вы действительно желаете использовать facelifting potion – Type C?\0	4	79	9B	B0	-1	a,	a,
1092	1	u,Вы действительно желаете использовать dye potion – Type B?\0	4	79	9B	B0	-1	a,	a,
1093	1	u,Вы действительно желаете использовать dye potion – Type C?\0	4	79	9B	B0	-1	a,	a,
1094	1	u,Вы действительно желаете использовать dye potion – Type D?\0	4	79	9B	B0	-1	a,	a,
1095	1	u,Вы действительно желаете использовать style change potion – Type B?\0	4	79	9B	B0	-1	a,	a,
1096	1	u,Вы действительно желаете использовать style change potion – Type C?\0	4	79	9B	B0	-1	a,	a,
1097	1	u,Вы действительно желаете использовать style change potion – Type D?\0	4	79	9B	B0	-1	a,	a,
1098	1	u,Вы действительно желаете использовать style change potion – Type E?\0	4	79	9B	B0	-1	a,	a,
1099	1	u,Вы действительно желаете использовать style change potion – Type F?\0	4	79	9B	B0	-1	a,	a,
1100	1	u,Вы действительно желаете использовать style change potion – Type G?\0	4	79	9B	B0	-1	a,	a,
1101	1	u,The facelifting potion , Type B было использовано.\0	0	79	9B	B0	-1	a,	a,
1102	1	u,The facelifting potion , Type C было использовано.\0	0	79	9B	B0	-1	a,	a,
1103	1	u,The dye potion , Type B было использовано.\0	0	79	9B	B0	-1	a,	a,
1104	1	u,The dye potion , Type C было использовано.\0	0	79	9B	B0	-1	a,	a,
1105	1	u,The dye potion , Type D было использовано.\0	0	79	9B	B0	-1	a,	a,
1106	1	u,The hair style change potion , Type B было использовано.\0	0	79	9B	B0	-1	a,	a,
1107	1	u,The hair style change potion , Type C было использовано.\0	0	79	9B	B0	-1	a,	a,
1108	1	u,The hair style change potion , Type D было использовано.\0	0	79	9B	B0	-1	a,	a,
1109	1	u,The hair style change potion , Type E было использовано.\0	0	79	9B	B0	-1	a,	a,
1110	1	u,The hair style change potion , Type F было использовано.\0	0	79	9B	B0	-1	a,	a,
1111	1	u,The hair style change potion , Type G было использовано.\0	0	79	9B	B0	-1	a,	a,
1112	1	u,Выигрыш для победителя Лотереи #$s1 , $s2 adena. Победители: $s3.\0	0	79	9B	B0	-1	a,	a,
1113	1	u,Выигрыш Удачливой Лотереи #$s1 , $s2 adena. Победителя нет, Джек пот добавлен в копилку.\0	0	79	9B	B0	-1	a,	a,SystemMsg_k.1113\0
1114	1	u,Клан не может участвовать в осаде во время своего роспуска.\0	0	79	9B	B0	-1	a,	a,
1115	1	u,Индивидуалы не могут сдаваться посреди боя.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1116	1	u,Невозможен выход из клана во время битвы.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1117	1	u,Нельзя выгнать члена из клана во время битвы.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1118	1	u,Продолжение возможно в том случае, если у вас в рюкзаке менее 60 предметов.\0	4	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1119	1	u,Квест был автоматически окончен, так как вы превысили загруженность рюкзака более чем на 80 процентов.\0	4	79	9B	B0	-1	a,ItemSound3.sys_failed\0	a,
1120	1	u,Вы все еще в клане.\0	0	79	9B	B0	-1	a,ItemSound3.sys_failed\0	a,
1121	1	u,У вас нет возможности голосовать.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1122	1	u,Нету кандидата.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1123	1	u,Превышен лимит веса. Умение не доступно.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1124	1	u,Книга рецептов не может быть использована во время действия умения или магии.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1125	1	u,Предмет не может быть использован, пока он задействован в обмене.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1126	1	u,Вы не можете ввести отрицательное число.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1127	1	u,Награда должна быть в пять раз меньше стандартной цены.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1128	1	u,Лавка не может быть открыта в момент использования умения или магии.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1129	1	u,Не может быть использовано в момент движения на пароме.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1130	1	u,Вы нанесли $s1 урона по вашей цели и $s2 урона его слуге.\0	0	79	9B	B0	-1	a,	a,
1131	1	u,Сейчас полночь, эффект $s1 активирован.\0	0	79	9B	B0	-1	a,	a,
1132	1	u,Сейчас день, эффект $s1 недоступен.\0	0	79	9B	B0	-1	a,	a,
1133	1	u,Понижения уровня HP, вы чувствуете $s1.\0	0	79	9B	B0	-1	a,	a,
1134	1	u,Повышения уровня HP, эффект $s1 пропадает.\0	0	79	9B	B0	-1	a,	a,
1135	1	u,Во время битвы вы не можете открыть лавку или создавать вещи.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1136	1	u,Аккаунт заблокирован\0	0	79	9B	B0	-1	a,	a,
1137	1	u,$s1 собранный урожай $s3 $s2.\0	0	98	D0	2F	-1	a,	a,
1138	1	u,$s1 собранный урожай $s2.\0	0	98	D0	2F	-1	a,	a,
1139	1	u,У вас не должно быть перевеса.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1140	1	u,Вы действительно хотите открыть ворота?\0	0	79	9B	B0	-1	a,	a,
1141	1	u,Вы действительно хотите закрыть ворота?\0	0	79	9B	B0	-1	a,	a,
1142	1	u,Пока $s1 существует, вы не можете призвать его заново.\0	0	79	9B	B0	-1	a,	a,
1143	1	u,Так как у вас не достаточно предметов для поддержания жизни слуги, он исчезает.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1144	1	u,В данный момент вам не с кем поговорить.\0	6	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
1145	1	u,$s2 было создано за $s1, после получения $s3 adena.\0	0	79	9B	B0	-1	a,ItemSound3.sys_make_success\0	a,
1146	1	u,$s1 создано $s2 после получения $s3 adena.\0	0	79	9B	B0	-1	a,ItemSound3.sys_make_success\0	a,
1147	1	u,$s2 $s3 было создано за $s1 по цене $s4 adena.\0	0	79	9B	B0	-1	a,ItemSound3.sys_make_success\0	a,
1148	1	u,$s1 создано $s2 $s3 по цене $s4 adena.\0	0	79	9B	B0	-1	a,ItemSound3.sys_make_success\0	a,
1149	1	u,Попытка создать $s2 за $s1 по цене $s3 adena , провалилась.\0	0	79	9B	B0	-1	a,ItemSound3.sys_make_fail\0	a,
1150	1	u,$s1 не создал $s2 по цене $s3 adena.\0	0	79	9B	B0	-1	a,ItemSound3.sys_make_fail\0	a,
1151	1	u,$s2 продал $s1 по цене $s3 adena.\0	0	79	9B	B0	-1	a,	a,
1152	1	u,Три $s2 $s было продано $s1 за $s4 adena.\0	0	79	9B	B0	-1	a,	a,
1153	1	u,$s2 было куплено у $s1 за $s3 adena.\0	0	79	9B	B0	-1	a,	a,
1154	1	u,Три $s2 $s было куплено $s1 за $s4 adena.\0	0	79	9B	B0	-1	a,	a,
1155	1	u,+$s2$s3 было продано $s1 за $s4 adena.\0	0	79	9B	B0	-1	a,	a,
1156	1	u,+$s2$s3 было куплено $s1 за $s4 adena.\0	0	79	9B	B0	-1	a,	a,
1157	1	u,ДПримерить можно в течении 5 секунд, после чего вещь автоматически исчезнет.\0	0	79	9B	B0	-1	a,	a,
1158	1	u,Вы не можете спуститься ниже , слишком высоко!\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
1159	1	u,Корабль из Talking Island прибывает в Gludin Harbor через 10 минут.\0	0	79	9B	B0	-1	a,	a,
1160	1	u,Корабль из Talking Island прибывает в Gludin Harbor через 5 минут.\0	0	79	9B	B0	-1	a,	a,
1161	1	u,Корабль из Talking Island прибывает в Gludin Harbor через 1 минуту.\0	0	79	9B	B0	-1	a,	a,
1162	1	u,Корабль из Giran Harbor прибывает в Talking Island через 15 минут.\0	0	79	9B	B0	-1	a,	a,
1163	1	u,Корабль из Giran Harbor прибывает в Talking Island через 10 минут.\0	0	79	9B	B0	-1	a,	a,
1164	1	u,Корабль из Giran Harbor прибывает в Talking Island через 5 минут.\0	0	79	9B	B0	-1	a,	a,
1165	1	u,Корабль из Giran Harbor прибывает в Talking Island через 1 минуту.\0	0	79	9B	B0	-1	a,	a,
1166	1	u,Корабль из Talking Island прибывает в Giran Harbor через 20 минут.\0	0	79	9B	B0	-1	a,	a,
1167	1	u,Корабль из Talking Island прибывает в Giran Harbor через 15 минут.\0	0	79	9B	B0	-1	a,	a,
1168	1	u,Корабль из Talking Island прибывает в Giran Harbor через 10 минут.\0	0	79	9B	B0	-1	a,	a,
1169	1	u,Корабль из Talking Island прибывает в Giran Harbor через 5 минут.\0	0	79	9B	B0	-1	a,	a,
1170	1	u,Корабль из Talking Island прибывает в Giran Harbor через 1 минуту.\0	0	79	9B	B0	-1	a,	a,
1171	1	u,The Innadril pleasure boat прибывает через 20 минут.\0	0	79	9B	B0	-1	a,	a,
